LEA,SCHOOL_NAME,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,1617_ESSA,1718_ESSA,1819_ESSA,2021_ESSA,2122_ESSA,2223_ESSA,1617_SQSS,1718_SQSS,1819_SQSS,2021_SQSS,2122_SQSS,2223_SQSS
6002082,North Little Rock High School,18.37,18.54,18.39,18.36,17.79,17.33,17.72,62.45,59.41,60.54,55.24,58.23,58.49,47.13,46.65,49.73,43.73,48.23,48.38
6003090,Adkins Pre-K Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003092,Baker Interdistrict Elem. Sch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.03,86.52,87.19,90.42,90.16,85.51,73.97,74.66,77.1,85.73,77.19,69.86
6003093,Crystal Hill Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.63,68.89,69.27,57.23,62.15,66.53,55.05,52.04,57.88,46.85,45.37,48.08
6003094,Bayou Meto Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003095,Clinton Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.01,63.87,66.04,54.34,58.16,62.65,51.87,45.29,49.18,41.84,37.81,38.14
6003099,Warren Dupree Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003102,Harris Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.42,59.63,64.5,46,52.63,51.97,37.5,38.73,44.57,25.74,32.93,28.61
6003104,Landmark Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.38,68.93,71.06,58.17,60.75,59.91,53.05,52.96,55.76,45.03,38.84,33.8
6003105,Lawson Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.99,66.83,66.78,62.49,64.04,62.57,50.47,48.14,51.26,50.77,42.78,45.44
6003106,Tolleson Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003108,Oak Grove Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.24,64.84,70.46,61.76,63.16,61.58,48.53,45.65,48.32,51.1,39.79,34.24
6003110,Joe T. Robinson Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.37,70.19,73.82,66.91,70.97,71.76,59.15,56.31,60.9,62.82,57.99,57.12
6003111,Scott Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003112,Sherwood Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.52,74.78,77.11,66.72,76.44,74.51,57.57,58.28,63.45,56.58,57.9,56.26
6003113,Sylvan Hills Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.29,69.23,69.93,62.54,75.72,72.8,55.8,54.59,56.28,51.52,57.16,50.91
6003119,Jacksonville Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003120,Fuller Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.84,55.09,61.17,58.29,61.78,60.12,39.27,31.6,40.47,44.99,48.95,47.41
6003122,Sylvan Hills Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.89,62.42,63.58,59.78,66.03,65.7,50.43,47.07,47.02,48.21,51.38,49.12
6003123,Jacksonville High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003125,Wilbur D. Mills High School,17.64,17.67,16.91,15.79,16.73,15.41,15.21,56.79,54.52,56.12,52,51.97,54.63,41.67,40.11,39.62,41.07,30.89,35.58
6003127,Joe T. Robinson High School,17.91,18.46,18.47,18.62,19.92,18.6,19.53,61.34,62.71,64.66,62.55,61.04,65.7,44.5,47.06,50.27,56.3,50.77,57.86
6003128,Sylvan Hills High School,19.16,19.65,19.38,18.35,19.19,19.27,18.57,61.27,61.3,62.86,59.49,62.6,60.09,46.84,47.14,48.45,51.53,50.48,50.83
6003129,Cato Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.52,74.83,76.81,65.06,70.87,69.05,53.01,51.05,54.62,52.65,47.28,48.02
6003130,Pinewood Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003135,College Station Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.28,63.04,59.74,49.31,55.07,60.63,44.76,46.4,47.9,39.62,39.03,36.5
6003136,North Pulaski High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003137,Arnold Drive Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003139,Oakbrooke Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.2,72.56,72.42,66.85,71.38,66.7,56.38,60.25,60.01,58.05,58.05,48.27
6003140,Northwood Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003141,Murrell Taylor Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6003142,Pine Forest Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.23,77.31,73.86,65.36,71.97,72.03,56.16,58.94,55.07,53.19,51.26,47.94
6003143,Joe T. Robinson Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.76,70.53,68.71,68.44,71.68,73.06,59.07,55.99,55.77,57.22,58.84,61.84
6003146,Bates Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.82,63.42,60.6,57.52,63.81,61.14,42.82,41.13,44.71,37.83,39.24,33.48
6003149,Maumelle Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.14,63.96,66.91,58.95,66.32,65.73,46.26,47.58,49.35,45.14,51.85,50.05
6003150,Chenal Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.37,84.67,85.77,83.57,81.84,83.8,69.36,69.9,71.76,73.46,65.95,64.1
6003151,Maumelle High School,20.11,20.3,18.86,19.09,20.34,18.5,18.18,60.57,64.72,64.22,59.44,60.11,61.21,48.98,50.02,48.81,54.11,50.08,51.1
6040702,Academics Plus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.75,83.7,83.7,79.78,81.14,83.18,74.06,74.71,76.1,71.72,70.86,74.27
6040703,Academics Plus,21.15,21.86,23.81,22.32,21.04,21.4,21.51,77.5,74.84,77.54,72.49,72.9,76.32,57.46,57.05,65.52,63.81,54.79,73.26
6041702,Lisa Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.13,79.18,75.47,67.66,69.75,68.99,63.58,65.63,63.89,55.76,52.54,58.45
6041703,Lisa Academy High,20.45,19.97,20.33,19.14,19.01,18.32,18.83,73.18,71.45,67.78,63.69,63.9,63.56,60.12,59.95,57.22,56.52,50.22,54.42
6043701,Ark Virtual Academy Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.47,64.91,60,57.43,57.1,56.06,66.82,69.46,57.39,65.97,53.7,53.2
6043702,Ark Virtual Academy Middle Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.9,65.89,62.57,60.58,60.38,58.45,59.09,58.65,54.09,60.31,46.24,46.13
6044702,Covenant Keepers Charter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.9,55.26,N/A,N/A,N/A,N/A,46.08,52.08,N/A,N/A,N/A,N/A
6047701,Estem Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.83,72.48,68.77,60.41,63.6,62.85,69.66,55.33,49.34,50.08,43.76,40.42
6047702,Estem Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.82,71.52,67.79,64.4,69.55,67.93,54.7,52.4,49.02,46.57,49.07,47.34
6047703,Estem High Charter,21.25,21.43,20.59,19.91,19.77,18.93,19.11,75.8,68.88,70.96,64.68,67.04,62.38,59.02,51.79,57.79,51.02,48.32,47.19
6048701,Lisa Academy North Elem,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6048702,Lisa Academy North Middle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6048703,Lisa Academy-Nlr High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6049701,Little Prep Academy Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.49,61.79,58.61,N/A,N/A,N/A,56.4,48.47,41.06,N/A,N/A,N/A
6049702,Little Rock Prep Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.65,63.95,60.95,N/A,N/A,N/A,43.46,40.14,49.62,N/A,N/A,N/A
6050701,Jacksonville Lighthouse Charte,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.73,62.85,65.72,54.76,53.48,54.38,53.88,41.48,46.86,39.02,36.02,38.16
6050702,Jacksonville Lighthouse Middle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6050703,College Prep Academy,19.02,18.9,16.71,16.72,15.87,15.91,16.63,64.02,60.19,62.59,52.63,54.22,59.2,41.04,39.29,46.49,40.67,35.2,47.93
6050705,Flightline Upper Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.18,73.19,79.67,68.07,69.74,69.19,61.09,58.37,62.04,53.13,53.84,49.19
6052703,Siatech High Charter,12.88,15,14.75,13.5,16.33,16,15.68,31.13,30.84,31.6,33.85,36.12,39.24,3.63,1.21,7.56,12.7,12.72,8.25
6053703,Premier High School of Little Rock,16.47,15.21,14.2,13.85,14.88,15.13,13.33,41.84,38.86,39.09,36.04,37.61,35.13,19.15,21.25,17.49,22.56,20.43,8.56
6091001,Ark. School for the Blind Elem,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.89,45.6,48.03,46.51,N/A,N/A,44.02,23.56,25.54,27.22
6091002,Ark. School for the Blind H.S.,17.5,15.33,19.43,18.8,20.67,15.75,18.5,N/A,N/A,53.7,55.8,54,55.36,N/A,N/A,44.89,36.86,37.27,45.61
6092001,Ark. School for the Deaf Elem.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6092002,Ark. School for the Deaf H.S.,17,14.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6094001,Arkansas Consolidated High School-Alexander,14.75,16.75,15,14,19.5,12.5,11,38.53,40.33,36.72,38.54,41.97,40.8,22.66,46.74,33.89,45.74,71.97,63.21
6094002,Dermott Jtc School,15.75,N/A,14.5,14.75,13,14,14.67,N/A,41.09,35.98,36.45,N/A,37.7,2.34,51.96,45.24,37.25,38.47,32.79
6094004,Lewisville Jtc School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.92,N/A,N/A,N/A,N/A,50,39.47,58.96,N/A,N/A,N/A
6094005,Mansfield Jtc School,15.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.17,39.12,N/A,38.32,25,78.26,55,73.91,78.13,74.39
6094006,Harrisburg Jtc School,N/A,N/A,N/A,N/A,15,16,13.5,N/A,45.92,59.89,41.8,36.93,N/A,28.57,64.52,46,55.63,39.74,45.16
6094007,Colt Jtc School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.62,N/A,N/A,N/A,N/A,0,87.5,80.73,N/A,N/A,N/A
6102005,Maynard Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.17,65.35,64.77,62.87,63.46,62.05,46.09,54.98,53.74,55.74,50.2,44.38
6102006,Maynard High School,19.04,18.64,16.35,16.73,17.74,16.86,16.79,68.58,66.37,67.59,62.94,65.26,66.99,55.15,55.55,53.96,52.41,50.38,50.88
6103009,Alma Spikes Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.64,71.47,67.85,65.01,62.79,67.51,82.62,79.16,54.72,67.34,43.01,41.26
6103010,Pocahontas High School,20.32,19.99,21.29,21.59,20.12,19.01,18.22,70.85,73.44,69.18,62.87,65.3,59.02,59.74,59.81,58.84,55.27,52.74,45.84
6103011,Pocahontas Upper Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.87,67.21,66.8,61.39,64.04,64.08,50.83,50.76,47.74,43.21,44.1,43.17
6103012,Pocahontas Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.2,69.28,67.32,62.9,62.7,59.64,66.24,60.21,52.6,49.37,55.76,44.41
6201003,Central Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.03,59.3,62.86,60.17,60.51,64.44,81.48,75.28,71.67,82.82,73.85,85.48
6201010,Forrest City Jr. High,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.93,54.53,52.83,51.31,54.88,62.02,35.65,35.49,33.29,34.59,42.26,45.27
6201011,Forrest City High School,16.23,15.95,15.48,14.86,15.53,15.11,14.58,54.51,53.27,55.55,50.86,54.15,53.02,38.88,42.36,43.71,40.1,40.74,46.47
6201014,Stewart Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.59,54.59,58.65,52.41,55.05,56.68,45.24,43.89,43.64,31.09,37.44,33.71
6201702,Lincoln Academy of Excellence,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6202022,Mildred Jackson Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6202024,Hughes High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6205027,Palestine-Wheatley Elem. Sch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.49,69.45,70.31,70.96,66.62,63.38,49.59,47.23,51.46,57.12,48.44,47.88
