LEA,SCHOOL_NAME,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,1617_ESSA,1718_ESSA,1819_ESSA,2021_ESSA,2122_ESSA,2223_ESSA,1617_SQSS,1718_SQSS,1819_SQSS,2021_SQSS,2122_SQSS,2223_SQSS
1204014,West Side Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.31,70.22,70.6,66.76,69.8,68.3,58.25,52.05,52.26,58.96,53.24,51.15
1204015,West Side High School,20.67,19.97,20.2,19.68,18.78,18.98,20,70.01,67.32,67.93,67.29,68.3,68.22,55.62,54.31,54.7,56,51.19,51.9
1304014,Woodlawn Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.9,64.89,70.07,67.34,68.85,65.52,46.06,44.01,48.84,51.34,52.15,45.72
1304015,Woodlawn High School,18.96,19.03,20.37,20.35,18.73,17.26,19.41,70.11,69.94,69.68,67.42,67.7,69.96,54.71,57.61,54.48,50.17,52.55,55.37
1305001,Kingsland Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.09,67.35,67.75,N/A,N/A,N/A,53.9,49,51.18,N/A,N/A,N/A
1305009,Rison Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.77,72.32,72.43,67.78,71.75,68.78,60.83,60.98,60.27,56.52,57.64,52.28
1305010,Rison High School,19.15,20.5,20.15,19.21,18.78,18.14,18.55,72.64,71.33,70.66,67.08,68.34,68.17,54.55,56.23,52.71,55.2,55.34,52.18
1402006,Central Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.36,68.06,67.35,59.54,61.78,62.97,52.05,50.23,48.59,42.89,40.12,36.85
1402007,East Side Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.32,66.73,68.41,65.05,63.69,64.52,61.68,57.34,54.67,79.58,52.89,47.21
1402008,Magnolia Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.09,65.17,65.42,60.38,62.07,60.11,53.42,53.26,53.14,44.81,42.21,37.93
1402009,Magnolia High School,19.71,18.86,19.58,17.94,18.33,17.98,17.37,65.65,62.43,59.72,62.81,61.02,63.3,50.87,49.41,47.04,51.5,46.15,48.25
1402031,Walker Pre-K Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1408001,Emerson Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.46,80.4,78.42,79.44,80.61,87.3,65.39,63.2,62.44,61.78,62.47,68.93
1408002,Emerson High School,21.33,19.67,17.55,18.6,22.06,19.36,20.33,71.47,69.33,71.16,65.82,65.77,69.44,58.94,54.2,51.94,55.77,55.18,62.08
1408006,Bradley Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.23,67.05,65.86,67.13,70.39,62.39,55.14,47.77,54.01,52.04,52.84,42.88
1408007,Bradley High School,16.68,19.57,20.4,20.04,16.13,19,19.75,73.25,71.26,70.12,67.74,73.87,70.98,48.37,55.5,56.15,50.36,56.86,58.72
1408018,Taylor Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.19,78.98,82.87,83.1,82.86,79.79,68.82,68.93,71.67,72.43,66.17,61.23
1408019,Taylor High School,20.65,20.14,21.15,21.23,20.78,20.25,19.68,73.16,74.76,76.88,74.79,74.18,73.29,63.33,61.07,66.46,63.1,61.27,65.65
1503016,Nemo Vista Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.9,77.79,72.44,68.82,69.46,71.43,63.44,62.04,62.65,59.02,58.44,58.15
1503017,Nemo Vista High School,19.38,18.8,20.93,18.32,19.24,16.58,19.77,73.82,74.55,74.31,67.58,75.4,70.88,59.68,56.78,60.55,52.5,54.83,55.62
1503018,Nemo Vista Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.28,79.04,77.77,77.64,74.84,68.87,69.25,64.76,68.56,65.45,62.35,51.58
1505025,Wonderview Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.28,65.34,70.76,67.39,68.88,71.7,56.41,57.18,58.77,56.9,50.79,49.29
1505026,Wonderview High School,19.48,19,18.24,19.41,18.12,17.66,18.38,70.93,68.45,69.42,66.54,66.66,61.38,54.31,52.23,55.13,53.47,48.62,47.88
1507029,Morrilton Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.5,70.12,71.45,66.44,65.14,63.09,62.8,57.22,61.14,60.31,47.73,49.78
1507031,Morrilton Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.36,71.79,73.04,68.72,69.99,69.92,57.52,53.84,58.33,56.6,56.96,57.65
1507032,Morrilton Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.78,74.97,72.3,68.73,66.13,65.14,91.36,89.61,66.8,75.63,54.37,63.44
1507036,Morrilton Sr. High School,18.75,19.13,18.79,18.98,19.11,18.14,17.98,67.08,66.26,65.68,64.7,63.05,65.61,53.53,56.52,53.91,56.57,51.32,51.69
1507037,Morrilton Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.03,65.55,67.39,69.96,69.87,69.78,50.8,49.43,53.88,62.25,58.35,56.12
1601001,Bay Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.45,66.55,70.13,65.93,66.31,67.84,51.58,54.45,53.4,50.74,50.68,48.86
1601002,Bay High School,20.63,20,20.57,20.79,19.25,19,17.41,71.4,65.8,66.1,64.84,65.04,62.6,57.19,54.95,54.48,50.61,50.44,43.64
1602055,Westside High School,19.51,19.41,19.32,19.83,18.94,18.71,18.03,66.52,68.93,68.04,64.61,65.07,66.5,56.7,57.79,56.68,54.02,53.69,58.98
1602056,Westside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.25,68.7,69.3,65.75,64.17,68.82,58.19,58.73,56.58,57.64,49.96,52.45
1602058,Westside Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.62,72.8,72.15,67.77,68.47,70.42,59.23,59.56,58.94,51.37,50.59,58.41
1603006,Brookland Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.45,75.89,77.63,73.95,69.49,69.99,51.86,66.08,66.84,78.95,51.9,59.18
1603007,Brookland High School,20.33,20.81,19.94,20.48,19.48,19.56,19.53,65.84,69.18,68.85,63.53,65.35,67.91,50.7,57.04,57.53,51.88,53.69,54.55
1603009,Brookland Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.29,74.25,76.13,69.87,68.49,67.62,57.49,55.15,56.84,51.73,45.25,43.39
1603010,Brookland Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.76,69.69,73.77,65.91,67.16,68.01,61.23,60.59,63.46,52.62,54.85,56.13
1605060,Buffalo Is. Central West Elem.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.32,76.22,N/A,N/A,N/A,N/A,58.37,63.51,N/A,N/A,N/A,N/A
1605061,Buffalo Is. Central East Elem.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.32,71.66,73.87,72.47,72.77,72.77,58.56,56.21,58.5,56.9,53.68,54.39
1605062,Buffalo Is. Central Jhs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.09,67.36,N/A,N/A,N/A,N/A,56.69,53.32,N/A,N/A,N/A,N/A
1605063,Buffalo Is. Central Hs,20.57,20,N/A,N/A,N/A,N/A,N/A,70.81,68.68,N/A,N/A,N/A,N/A,59.67,56.53,N/A,N/A,N/A,N/A
1608015,Early Childhood Learning Cntr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1608017,Math & Science Magnet School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.95,61.04,61.72,55.91,58.49,57.66,41.75,38.83,41.5,36.81,33.99,31.73
1608019,Visual & Performing Art Magnet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.79,69.59,70.94,67.12,65.49,66.19,53.47,53.2,56.17,51.15,46.78,48.7
1608020,Health/Wellness Envi Magnet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.74,68.18,69.02,63.69,60.49,60.97,42.46,44.44,42.97,38.24,33.72,34.24
1608021,International Studies Magnet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.6,77.83,74.96,71.44,68.44,67.47,63.62,63.44,61.54,59.7,48.29,47.94
1608022,Microsociety Magnet School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.43,55.73,57.23,54.95,51.83,58.15,36.96,34.33,34.4,33.05,27.33,34.99
1608023,Annie Camp Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.98,63.94,63.67,59.85,60.32,60.06,44.86,48.5,50.24,42.97,40.91,43.14
1608024,Douglas MacArthur Jhs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.58,66.94,64.31,60.08,57.69,59.78,49.46,51.3,50.28,43.92,39.5,41.62
1608026,Kindergarten Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.82,76.31,74.52,61.06,69.81,66.82,51.71,53.31,58.62,71.14,57.48,52.9
1608703,The Academies At Jonesboro High School,18.77,19.48,N/A,N/A,N/A,N/A,N/A,61.5,63.48,N/A,N/A,N/A,N/A,44.67,47.41,N/A,N/A,N/A,N/A
1611039,Fox Meadow Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.16,69.19,64.01,65.5,58,62.12,67.71,63.9,51.14,84.01,48.84,55.73
1611040,University Hgts. Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.35,69.63,65.01,63.05,61.62,63.24,65.51,59.84,60.02,78.27,55.92,58.42
1611041,Nettleton Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.65,67.13,65.11,58.94,58.44,59.94,50.84,50.16,47.92,47.42,38.13,38.99
1611042,Nettleton High School,19.84,19.26,19.09,18.96,19.37,18.31,18.04,65.85,65.73,64.13,57.4,56.7,57.53,50.18,53.61,48.16,50.27,40.71,43.25
1611043,Nettleton Intermediate Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.39,68.81,61.79,58.04,58.41,59.31,52.44,54.4,38.54,44.84,34.52,32.2
1611045,Fox Meadow Intermediate Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.21,67.05,62.9,55.73,56.38,59.44,48.07,49.64,43.76,42.16,38.06,37.85
1611046,Nettleton Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.64,68.78,N/A,N/A,N/A,N/A,53.99,51.17,N/A,N/A,N/A,N/A
1612047,Valley View Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.43,85.15,84.38,79.44,82.12,78.19,85.77,85.77,87.8,77.22,68.45,63.2
1612048,Valley View High School,22.74,22.89,22.69,22.28,22,22,21.25,79.06,79.13,73.87,71.48,70.43,73.4,65.87,65.02,63.59,62.78,57.66,61.21
1612050,Valley View Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.06,82.82,81.82,78.21,82.49,77.22,70.01,70.27,70.77,69.05,70.9,56.68
1612051,Valley View Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.66,80.88,80.19,76.28,79.32,77.71,68.48,66.19,66.35,63.43,62.65,59.6
1613010,Riverside East Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.62,69.08,71.69,64.03,68.33,67.25,61.81,57.27,62.56,55.63,48.59,50.76
1613021,Riverside High School,18.47,18.97,16.92,19.56,18.8,17.91,17.77,65.91,65.74,67.51,64.6,64.63,67.43,50.56,51.42,50.32,52.53,46.07,53.97
1613031,Riverside West Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.89,78.46,77.95,72.45,77.44,74.11,58.94,61.1,63.05,65.05,62.36,55.52
1701001,Alma Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.23,71.52,69.21,63.78,63.98,65.09,56.26,53.81,51.53,45.8,45.11,45.41
1701002,Alma High School,20.83,20.7,20.46,20.27,20.04,19.35,19.53,70.98,70.51,68.14,65.49,68.21,71.41,58.74,58.7,57.3,59.47,54.94,61.28
1701003,Alma Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.52,71.95,72.48,67.59,67.27,70.86,52.75,55.17,58.69,52.3,47.99,55.63
1701004,Alma Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.79,71.78,71,68.98,67.46,67.6,60,55.51,63.45,80.46,68.32,62.11
1702008,Cedarville Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.43,68.01,70.23,64.15,69.46,67.02,53.14,53.54,58.02,56.02,51.21,50.65
1702009,Cedarville High School,19.23,19.75,18.54,18.77,18.13,18.35,17.84,65.62,65.7,68.96,63.27,65.12,63.39,51.08,50.25,55.6,52.58,52.04,53.36
1702010,Cedarville Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.83,72.14,70.52,67.14,67.77,66.89,50.33,53.72,53.6,51.31,47.71,47.41
1703012,Mountainburg Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.63,68.36,70.33,72.23,70.05,69.58,49,52.37,55.45,62.37,56.24,52.21
1703013,Mountainburg High School,18.8,17.7,19.34,18.13,18.88,17.72,17.83,61.41,62.8,60.69,62.48,62.59,63.18,47.42,47.11,48.26,49.53,49.82,48.33
1703022,Mountainburg Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.16,69.24,70.2,N/A,N/A,N/A,49.02,51.69,55.46,N/A,N/A,N/A
1704016,Marvin Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.38,65.02,66.81,59.36,63.59,65.77,48.76,50.96,51.56,53.58,47.5,52.87
1704017,Mulberry High School,16.56,18.05,16.42,18.14,20.37,18.39,17.56,60.88,67.76,66.93,63.36,59.12,63.16,45.95,54.96,57.07,58.7,50.62,55.07
1704018,Pleasant View Junior High,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.21,72.97,70.62,64.78,61.28,62.74,50.63,56.82,52.22,48.62,41.17,44.73
1704022,Millsap Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1705020,City Heights Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.84,85.36,87.07,N/A,N/A,N/A,64.64,73.09,68.64,N/A,N/A,N/A
1705022,King Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.37,68.94,70.62,73.11,68.63,65.07,51.94,50.51,54.85,52.43,43.8,38.17
1705025,Central Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.27,71.21,67.39,65.78,65.28,64.91,57.78,49.83,47.02,53.39,44.4,43.54
1705026,Butterfield Trail Middle Schoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.66,69.92,69.9,66.26,67.14,62.36,48.75,50,52.61,45.32,44.04,39.53
1705027,Van Buren High School,19.96,20.17,20.13,20.05,20.12,19.61,19.5,65.97,67.3,68.58,67.17,65.01,66.17,51.05,52.54,54.33,54.75,51.36,51.71
1705029,James R. Tate Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.39,68.42,65.54,64.29,64.4,62.2,49.94,46.33,46.99,46.17,44.44,41.25
1705030,Parkview Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.97,67.77,68.54,78.8,76.98,80.17,56.52,58.7,54.9,61.38,58.5,55.42
1705032,Rena Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.39,74.62,77.95,74.93,73.15,72.94,61.9,59.34,62.73,61.76,54.02,47.76
1705033,Northridge Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.02,75.28,76.68,74.15,76.34,74.09,58.77,58.42,59.51,56.73,55.29,53.6
1802005,Earle Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.53,55.83,56.44,52.77,55.22,51.83,51.19,40.19,34.79,39.04,36.11,31.17
1802007,Earle High School,16.41,16.9,15.7,14.8,14.44,14.28,14.64,56.86,54.39,54.37,52.68,54.41,52.19,38.48,40.97,39.97,39.08,39.87,36.63
1803025,Bragg Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.05,65.95,67.1,54.55,53.36,55.72,48.69,43.23,40,41.29,29.77,36.12
1803026,Faulk Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.25,58.14,57.91,49.75,49.91,51.87,35.74,36.37,38.75,41.14,32.34,30.46
1803027,Jackson Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.61,58.22,N/A,N/A,N/A,N/A,35.58,31.13,N/A,N/A,N/A,N/A
1803028,Maddux Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.68,59.78,60.24,51.83,52.97,55.09,38.65,35.93,31.75,38.18,28.45,29.83
1803029,Richland Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.1,74.18,72.41,62.49,64.44,69.87,61.12,55.02,52.31,55.44,47.64,50.46
1803030,Weaver Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.46,56.91,56.29,48.4,50.73,52.89,41.23,38.33,32.35,36.12,28.47,32.52
1803032,Wonder Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.93,57.86,N/A,N/A,N/A,N/A,39.1,37.24,N/A,N/A,N/A,N/A
1803033,East Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.9,59.63,59.72,51.2,51.74,54.14,41.42,42.49,42.91,38.76,33.84,34.93
1803034,West Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.14,66.78,66.38,56.67,55.44,55.41,54.82,54.41,55.29,52.36,43.89,35.66
1803035,Wonder Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.87,57.8,57.71,53.96,57.99,56.05,42.12,40.38,41.97,43.62,38.21,35.46
1803036,West Memphis High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1804011,Avondale Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.48,68.38,N/A,N/A,N/A,N/A,76.88,62.6,N/A,N/A,N/A,N/A
1804012,Marion Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.6,65.57,N/A,N/A,N/A,N/A,50.99,43.89,N/A,N/A,N/A,N/A
1804014,Marion Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.4,60.59,60.87,58.94,60.88,61.46,48.72,48.98,48.46,49.12,44.12,47.55
1804015,Marion High School,20.03,19.81,19.11,18.65,17.64,17.57,17.45,61.25,61.91,59.2,57.17,59.74,60.7,51.32,49.52,48.09,49.23,41.4,44.86
1804016,Marion Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.07,64,N/A,N/A,N/A,N/A,52.6,48.29,N/A,N/A,N/A,N/A
1804017,Marion Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.14,64.14,N/A,N/A,N/A,N/A,43.3,41.1,N/A,N/A,N/A,N/A
1901701,Cross County Ele Tech Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.53,80.06,80.2,74.89,74.98,71.03,53.15,53.23,55.6,55.22,52.07,45.31
1901703,Cross Cnty High A New Tech Sch,17.59,18.74,18.48,18.14,17.83,18.13,18.54,60.4,67.04,66.7,68.9,70.06,69.12,38.61,45.83,48.02,48.47,46.53,49.08
1905014,Wynne Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.4,73.04,71.89,71.16,68.56,66.6,68.85,70.72,74.61,73.95,61.82,63.85
1905015,Wynne Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.4,70.71,68.91,67.86,67.31,64.05,55.52,55.16,54.69,51.92,53.48,46.89
1905016,Wynne Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.05,69.45,71.54,66.22,64.31,62.77,54.77,54.07,56.54,43.46,39.27,40.2
1905017,Wynne High School,19.14,18.72,19.22,19.81,19.11,17.8,18.74,69.17,66.88,63.68,63.93,64.46,62.76,54.07,53.19,50.84,50.35,44.79,47.93
2002007,Fordyce High School,17.51,18,16.7,17.88,16.77,18.38,17.52,66.29,64.05,65.05,59.36,60.89,58.97,48.45,49.73,51.05,48.26,47.72,49.7
2002008,Fordyce Elementary Schools,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.54,71,67,60.67,65.69,66.27,52.62,55.06,53.47,51.49,47.17,48.52
2104017,Central Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.15,70.8,69.07,56.69,56.18,55.23,98.53,86.98,82.54,60.64,44.03,45.52
2104020,Dumas Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.11,64.45,63.3,62.32,61.64,58.31,51.05,53.45,50.83,46.11,47.6,50.81
2104021,Dumas High School,17.23,18.17,17.09,16.23,16.45,17.53,16.15,57.21,57.37,59.15,55.1,55.66,59.67,43.5,46.35,48.02,41.14,47.72,50.84
2104024,Reed Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.89,64.47,63.38,53.5,54.97,53.84,43.46,44.76,44.59,39.34,35.93,36.2
2105026,McGehee Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.31,62.37,67.28,63.4,68.52,71.66,47.93,46.8,52.38,48.13,50.48,55.23
2105028,McGehee High School,18.14,16.87,19.98,18.02,18.53,17.15,17.47,61.6,59.52,60.24,59.68,56.65,60.09,47.48,46.43,48.45,52.24,58.24,60.54
2202004,Drew Central Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.9,60.63,63.93,58.08,58.18,62.11,52.88,42.21,52.36,31.62,44.44,45.04
2202005,Drew Central High School,20.04,19.32,17.46,18.35,18.2,17.36,17.48,62.53,60.95,59.17,59.07,61.09,63.01,51.16,49.78,47.92,49.14,48.62,48.93
2202007,Drew Central Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.93,63.84,63.91,57.75,62.24,61.87,44.21,45.19,49.66,41.71,44.45,43.17
2203010,Monticello Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.9,68.15,71.17,64.73,69.77,70.11,82.2,79.93,70.02,64.77,63.03,58.33
2203011,Monticello Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.9,72.84,71.61,63.11,63.49,61.57,54.66,55.37,55.21,45.75,44.95,45.4
2203012,Monticello High School,19.61,19.27,20.24,19.71,17.73,18.9,19.12,66.23,60.97,68.07,61.11,62.66,64.95,53.36,47.74,54.98,43.8,50.89,54.18
2203014,Monticello Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.18,63,68.31,62.6,67.52,68.57,50.77,45.57,50.96,50.52,48.03,48.12
2301001,Ida Burns Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.02,72.57,74.1,70.73,68.74,69.18,71.62,51.77,52.98,61.84,45.67,45.73
2301003,Ellen Smith Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.87,77.22,75.54,71.82,73.87,74.29,66.29,60.5,57.15,64.15,52.66,54.73
2301004,Carl Stuart Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.79,75.39,79.05,71.6,71.96,71.59,62.31,62.4,65.01,61.8,55.89,60.97
2301006,Conway High School,21.72,21.12,21.26,20.56,21.44,20.54,20.24,68.85,69.15,71.36,67.5,67.62,66.72,55.65,55.55,57.7,58.31,52.82,55.56
2301007,Sallie Cone Preschool,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2301008,Julia Lee Moore Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.99,80.7,79.32,77.73,76.67,79.34,73.8,63.95,63.31,68.93,59.65,61.53
2301009,Florence Mattison Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.52,70.3,74.69,67.17,61.96,64.84,62.77,53.22,56.55,55.5,42.22,45.2
2301010,Marguerite Vann Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.72,66.46,69.05,67.81,69.51,64.43,68.84,45.3,46.97,58.93,47.22,41.41
2301011,Jim Stone Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.27,75.3,76.58,72.43,71.13,70.67,69.66,56.45,56.91,62.19,50.5,56.05
2301012,Theodore Jones Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.59,71.93,72.65,66.53,68.89,69.81,65.52,50.68,49.46,56.36,42.97,47.89
2301013,Bob Courtway Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.41,74.82,74.27,69.3,68.06,68.92,56.48,60.34,59.19,59.39,52.82,54.82
2301016,Ruth Doyle Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.39,81.85,82.99,74.75,76.1,75.05,66.02,64.78,67.43,65.49,59.52,61.92
2301017,Ray/Phyllis Simon Middle Schoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.76,77.05,77.85,68.24,68.45,71.53,60.35,63.9,61.85,57.29,48.73,55.33
2301018,Woodrow Cummins Elementary Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.29,82.16,85.61,80.61,74.34,80.93,77.67,64.81,68.57,72.41,55.79,64.09
2301019,Carolyn Lewis Elementary Schoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.89,77.81,83.94,80.37,81.87,81.41,71.16,54.29,66.95,75.36,67.03,65.55
2301020,Conway Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.33,71.2,77.27,70.49,71.89,73.25,59.95,60.36,65.98,62.3,59.11,61.51
2303016,Greenbrier Eastside Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.68,80.31,82.58,80.86,78.55,76.25,60.13,57.13,62.57,68.42,60.95,58.59
2303017,Greenbrier High School,21.75,21.54,22.19,22.52,21.83,21.32,20.89,80.2,79.66,78.08,73.7,71.17,73.1,61.5,59.97,61.78,59.71,54.58,58.45
2303018,Greenbrier Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.96,80.72,83.22,78.8,74.58,74.5,65.03,59.48,63.72,62.64,53.56,57.22
2303019,Greenbrier Westside Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.65,82.86,83.58,80.09,77.16,72.52,69.15,63.14,63.06,68.36,62.26,56.38
2303020,Greenbrier Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.13,83.1,84.46,75.29,75.79,72.4,63.58,65.25,71.17,64.03,62.15,60.57
2303021,Greenbrier Wooster Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.46,86.25,87.55,85.42,84.63,83.03,64.97,63.76,70.19,74.04,65.76,65.57
2304021,Guy-Perkins Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.17,72.41,70.22,65.59,65.6,65.02,59.59,60.12,62.95,63.37,52.77,58.56
2304022,Guy-Perkins High School,18.42,18,19.52,19.54,19.2,17.8,16.92,68.13,70.45,72.09,64.43,65.94,66.19,55.3,57.39,58.25,58.85,56.6,55.56
2305025,Mayflower Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.22,69.33,64.43,66.16,67.3,71.01,52.88,57.16,51.78,52.32,46.96,46.85
